"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000151632",1.91685398171863,-0.376757290355613,0.206155914343685,-1.82753568606098,0.0676192657007943,0.999991084508475
"ENSG00000151650",0.110743695778689,-0.258396728957775,1.08517487367064,-0.23811528927475,0.811791676620495,0.999991084508475
"ENSG00000151651",0.944507851705343,0.179014542454835,0.286560285433673,0.624701159073453,0.532167212268112,0.999991084508475
"ENSG00000151657",0.12038060734518,0.061710878488875,1.1426522314122,0.0540067019451813,0.956929824656396,0.999991084508475
"ENSG00000151665",0.247927581269522,0.225814455608506,0.637545319623136,0.354193574414426,0.723193818747868,0.999991084508475
"ENSG00000151689",0.235343703650999,-0.129253110121312,0.531354349816732,-0.243252191622959,0.807810037706761,0.999991084508475
"ENSG00000151690",1.08650475880253,0.224230180184948,0.262675185626533,0.853640512902329,0.393304203941546,0.999991084508475
"ENSG00000151692",0.242553907828328,0.456593492740303,0.66542381934844,0.686169444892104,0.492606263287823,0.999991084508475
"ENSG00000151693",0.084974974912579,0.135599249885719,1.39786595662442,0.0970044725984778,0.922722842583083,0.999991084508475
"ENSG00000151694",0.33976817524699,-0.0252920740868487,0.419454573975101,-0.0602975284001792,0.951918670417117,0.999991084508475
"ENSG00000151702",0.386473452077507,-0.375558266194904,0.404104363124602,-0.929359592386049,0.352702761374411,0.999991084508475
"ENSG00000151715",1.00157315315511,-0.156126165815612,0.288297324029889,-0.541545664154087,0.588131531933185,0.999991084508475
"ENSG00000151718",0.357978714182323,-0.0720933181858468,0.452154514583546,-0.159443986205131,0.873319086162321,0.999991084508475
"ENSG00000151725",0.219378812467757,-0.20169890408859,0.706760761757992,-0.28538497749491,0.775349215434172,0.999991084508475
"ENSG00000151726",2.44819961536076,-0.054550269251001,0.191943134292066,-0.284200158824102,0.776256993757611,0.999991084508475
"ENSG00000151729",0.465073103177225,-0.266523404093984,0.392985335814076,-0.678201906801116,0.497643683725655,0.999991084508475
"ENSG00000151743",0.063957846162353,-0.119215411502635,2.17931008292355,-0.0547032808395525,0.95637485554666,0.999991084508475
"ENSG00000151746",0.29105359456769,-0.030291766052,0.470750177600062,-0.0643478589990785,0.948693246416933,0.999991084508475
"ENSG00000151748",0.269732659596545,-0.105805905378775,0.557450660164864,-0.189803175311486,0.849463367589845,0.999991084508475
"ENSG00000151779",2.42902460902759,0.212857471649965,0.168499337440446,1.26325405715733,0.206497891384794,0.999991084508475
"ENSG00000151790",0.172104653455261,0.24447342533235,0.893342767676981,0.273661391996345,0.78434485016638,0.999991084508475
"ENSG00000151806",0.659429600475473,-0.0952608190687591,0.318454750308651,-0.299134552009134,0.764837383882218,0.999991084508475
"ENSG00000151835",0.0592799943619153,-0.0121527384494824,2.309156628483,-0.00526284717960694,0.995800874873789,0.999991084508475
"ENSG00000151838",0.260083047779567,-0.0275530973726127,0.603020958626625,-0.0456917740228542,0.963555920342097,0.999991084508475
"ENSG00000151846",0.688128237869428,-0.441181561471455,0.325915878886222,-1.35366697375758,0.175842649242757,0.999991084508475
"ENSG00000151849",0.326737358751376,0.254364296841304,0.455860999896978,0.557986528566358,0.576853583234972,0.999991084508475
"ENSG00000151876",0.120226877795569,0.00176975698972549,1.0150635863386,0.00174349372152056,0.998608893982516,0.999991084508475
"ENSG00000151881",0.163968609340282,-0.259467178329102,0.843708734236863,-0.307531696425771,0.75843870089966,0.999991084508475
"ENSG00000151883",0.359080799799033,0.0743797593282483,0.422635031365832,0.175990520917953,0.860301389429533,0.999991084508475
